# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m),sigma2,T_turb
-2.930000000000000000e+02,6.410269591079280349e-02,1.440188044219219935e-04,2.098172754307899013e-02,2.170590800650396279e-01,3.162277660168379134e-02,2.197176129147604574e+06,0.000000000000000000e+00,1.000000000000000000e+00
-2.940000000000000000e+02,6.279069080598978503e-02,1.393395338787073445e-04,2.084903318759634069e-02,2.113432748646850157e-01,3.162277660168379134e-02,2.204224362235113513e+06,0.000000000000000000e+00,1.000000000000000000e+00
-2.950000000000000000e+02,6.148351635752723893e-02,1.347300829884417810e-04,2.071757884427693694e-02,2.056485146210389470e-01,3.162277660168379134e-02,2.211273175695511978e+06,0.000000000000000000e+00,1.000000000000000000e+00
-2.960000000000000000e+02,6.018112690573438478e-02,1.301892946709910955e-04,2.058734945713423456e-02,1.999746004158329815e-01,3.162277660168379134e-02,2.218322555375757162e+06,0.000000000000000000e+00,1.000000000000000000e+00
-2.970000000000000000e+02,5.888347735388391180e-02,1.257160337614329402e-04,2.045833019242493736e-02,1.943213357832853927e-01,3.162277660168379134e-02,2.225372487273570150e+06,0.000000000000000000e+00,1.000000000000000000e+00
-2.980000000000000000e+02,5.759052315971669583e-02,1.213091865406882241e-04,2.033050643483277908e-02,1.886885266731784250e-01,3.162277660168379134e-02,2.232422957535099238e+06,0.000000000000000000e+00,1.000000000000000000e+00
-2.990000000000000000e+02,5.630222032711030417e-02,1.169676602773324229e-04,2.020386378372584016e-02,1.830759814145616338e-01,3.162277660168379134e-02,2.239473952452629339e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.000000000000000000e+02,5.501852539789941349e-02,1.126903827803270818e-04,2.007838804948616773e-02,1.774835106801172790e-01,3.162277660168379134e-02,2.246525458462330513e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.010000000000000000e+02,5.373939544383875278e-02,1.084763019623667690e-04,1.995406524990997119e-02,1.719109274511465557e-01,3.162277660168379134e-02,2.253577462142051198e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.020000000000000000e+02,5.246478805870513629e-02,1.043243854135642490e-04,1.983088160667707822e-02,1.663580469831616726e-01,3.162277660168379134e-02,2.260629950209146366e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.030000000000000000e+02,5.119466135053767075e-02,1.001787207454040758e-04,1.970882354188809721e-02,1.607366010275259882e-01,3.162277660168379134e-02,2.267682909518348053e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.040000000000000000e+02,4.992897393401455469e-02,9.608918203836233792e-05,1.958787767466783208e-02,1.551268998053505210e-01,3.162277660168379134e-02,2.274736327059676871e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.050000000000000000e+02,4.866768492296019016e-02,9.205975120052273275e-05,1.946803081783366959e-02,1.495366929229397790e-01,3.162277660168379134e-02,2.281790189956383314e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.060000000000000000e+02,4.741075392298332164e-02,8.808945502983130886e-05,1.934926997462746781e-02,1.439658013467796649e-01,3.162277660168379134e-02,2.288844485462934710e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.070000000000000000e+02,4.615814102424150439e-02,8.417733830601014939e-05,1.923158233550961368e-02,1.384140481909431619e-01,3.162277660168379134e-02,2.295899200963034295e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.080000000000000000e+02,4.490980679433387995e-02,8.032246341478444581e-05,1.911495527501418101e-02,1.328812586855902811e-01,3.162277660168379134e-02,2.302954323967673350e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.090000000000000000e+02,4.366571227130936622e-02,7.652390998084394500e-05,1.899937634866349229e-02,1.273672601459792941e-01,3.162277660168379134e-02,2.310009842113222927e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.100000000000000000e+02,4.242581895680123255e-02,7.278077450935312729e-05,1.888483328994126215e-02,1.218718819420383237e-01,3.162277660168379134e-02,2.317065743159554899e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.110000000000000000e+02,4.119008880927566008e-02,6.909217003576295776e-05,1.877131400732285488e-02,1.163949554684419047e-01,3.162277660168379134e-02,2.324122014988200739e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.120000000000000000e+02,3.995848423739876976e-02,6.545722578373177876e-05,1.865880658136155265e-02,1.109363141152128751e-01,3.162277660168379134e-02,2.331178645600538701e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.130000000000000000e+02,3.873096809351190412e-02,6.187508683092728145e-05,1.854729926182966532e-02,1.054957932388037867e-01,3.162277660168379134e-02,2.338235623116015457e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.140000000000000000e+02,3.750750366722218482e-02,5.834491378253431560e-05,1.843678046491335071e-02,1.000732301336894892e-01,3.162277660168379134e-02,2.345292935770397075e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.150000000000000000e+02,3.628805467909890919e-02,5.486588245225360125e-05,1.832723877045996930e-02,9.466846400442864573e-02,3.162277660168379134e-02,2.352350571914055850e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.160000000000000000e+02,3.507258527447912333e-02,5.143718355061712458e-05,1.821866291927706424e-02,8.928133593820915259e-02,3.162277660168379134e-02,2.359408520010277629e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.170000000000000000e+02,3.386106001737634874e-02,4.857719428162717582e-05,1.811104181048163800e-02,8.481818874800753361e-02,3.162277660168379134e-02,2.366466768633608241e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.180000000000000000e+02,3.265344388449043650e-02,4.583986110597534946e-05,1.800436449889897261e-02,8.051290492897537898e-02,3.162277660168379134e-02,2.373525306468223222e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.190000000000000000e+02,3.144970225931957575e-02,4.314164178695102929e-05,1.789862019250974476e-02,7.622143415443481673e-02,3.162277660168379134e-02,2.380584122306325007e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.200000000000000000e+02,3.024980092637321802e-02,4.048192505789852157e-05,1.779379824994452991e-02,7.194365444241344887e-02,3.162277660168379134e-02,2.387643205046576448e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.210000000000000000e+02,2.905370606547604331e-02,3.786011054556743741e-05,1.768988817802490815e-02,6.767944522028092325e-02,3.162277660168379134e-02,2.394702543692545034e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.220000000000000000e+02,2.786138424617336934e-02,3.527560855038415374e-05,1.758687962934971441e-02,6.342868730480369366e-02,3.162277660168379134e-02,2.401762127351194620e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.230000000000000000e+02,2.667280242222357101e-02,3.272783983165944357e-05,1.748476239992618683e-02,5.919126288250987217e-02,3.162277660168379134e-02,2.408821945231384598e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.240000000000000000e+02,2.548792792618725239e-02,3.021623539763118357e-05,1.738352642684454566e-02,5.496705549039897221e-02,3.162277660168379134e-02,2.415881986642405391e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.250000000000000000e+02,2.430672846410180526e-02,2.774023630020449655e-05,1.728316178599538164e-02,5.075594999695622056e-02,3.162277660168379134e-02,2.422942240992535371e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.260000000000000000e+02,2.312917211024776570e-02,2.529929343428867039e-05,1.718365868982892411e-02,4.655783258349396186e-02,3.162277660168379134e-02,2.430002697787622921e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.270000000000000000e+02,2.195522730199643210e-02,2.289286734160077996e-05,1.708500748515532838e-02,4.237259072578290764e-02,3.162277660168379134e-02,2.437063346629694570e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.280000000000000000e+02,2.078486283474802535e-02,2.052042801884709379e-05,1.698719865098524337e-02,3.820011317600609940e-02,3.162277660168379134e-02,2.444124177215579432e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.290000000000000000e+02,1.961804785694889683e-02,1.818145473015575603e-05,1.689022279640960827e-02,3.404028994499471578e-02,3.162277660168379134e-02,2.451185179335570429e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.300000000000000000e+02,1.845475186519083752e-02,1.587543582366590311e-05,1.679407065851822034e-02,2.989301228475655867e-02,3.162277660168379134e-02,2.458246342872091569e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.310000000000000000e+02,1.729494469939103080e-02,1.378000354494927018e-05,1.669873310035599120e-02,2.609551102191409733e-02,3.162277660168379134e-02,2.465307657798402477e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.320000000000000000e+02,1.613859653805133076e-02,1.283086697632993956e-05,1.660420110891635756e-02,2.443644456826770187e-02,3.162277660168379134e-02,2.472369114177313168e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.330000000000000000e+02,1.498567789359341561e-02,1.189479236735805520e-05,1.651046579317088508e-02,2.278229860189409303e-02,3.162277660168379134e-02,2.479430702159930021e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.340000000000000000e+02,1.383615960776845254e-02,1.097158336261043432e-05,1.641751838213455911e-02,2.113303128809840975e-02,3.162277660168379134e-02,2.486492411984414794e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.350000000000000000e+02,1.269001284714401517e-02,1.006104697584189118e-05,1.632535022296595362e-02,1.948860125821497841e-02,3.162277660168379134e-02,2.493554233974767849e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.360000000000000000e+02,1.154720909866118091e-02,9.162993524457487571e-06,1.623395277910144596e-02,1.784896760323289797e-02,3.162277660168379134e-02,2.500616158539631404e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.370000000000000000e+02,1.040772016526464797e-02,8.277236565410792029e-06,1.614331762842308518e-02,1.621408986752632952e-02,3.162277660168379134e-02,2.507678176171114203e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.380000000000000000e+02,9.271518161601205801e-03,7.403592832491394286e-06,1.605343646145914946e-02,1.458392804268292958e-02,3.162277660168379134e-02,2.514740277443632018e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.390000000000000000e+02,8.138575509791169671e-03,6.541882174972799470e-06,1.596430107961700762e-02,1.295844256143690275e-02,3.162277660168379134e-02,2.521802453012768645e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.400000000000000000e+02,7.008864935261531481e-03,5.691927497580881419e-06,1.587590339344739643e-02,1.133759429169064331e-02,3.162277660168379134e-02,2.528864693614156917e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.410000000000000000e+02,5.882359462649965412e-03,4.853554701759018072e-06,1.578823542093968010e-02,9.721344530638022924e-03,3.162277660168379134e-02,2.535926990062378347e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.420000000000000000e+02,4.759032411774387870e-03,4.026592628196043721e-06,1.570128928584738071e-02,8.109654998981717655e-03,3.162277660168379134e-02,2.542989333249877673e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.430000000000000000e+02,3.638857393661015793e-03,3.210873000582954685e-06,1.561505721604340702e-02,6.502487835234496520e-03,3.162277660168379134e-02,2.550051714145898819e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.440000000000000000e+02,2.521808306642985258e-03,2.406230370578635509e-06,1.552953154190446841e-02,4.899805590121714648e-03,3.162277660168379134e-02,2.557114123795433901e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.450000000000000000e+02,1.407859332514441782e-03,1.612502063946155905e-06,1.544470469472387919e-02,3.301571221063411606e-03,3.162277660168379134e-02,2.564176553318195045e+06,0.000000000000000000e+00,1.000000000000000000e+00
-3.460000000000000000e+02,2.969849327485259605e-04,8.295281278388438583e-07,1.536056920515252618e-02,1.707748086748083578e-03,3.162277660168379134e-02,2.571238993907596916e+06,0.000000000000000000e+00,1.000000000000000000e+00
